"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
149,"전입신고 관련 문의","제가 거주하는 지역은 삼기 농공단지 인근 주택입니다.그런데,  삼기면 기산리 417-2 ??  농공단지 남서쪽 방향  인근에서 폭음탄 터지는 소리가 이른 아침부터 늦은 해지는 시간까지 폭발소리에 주거 안정 뿐만 아니라 심장이 연약한 노약자나 어린아이 물론 이거니와 건장한 성인조차도 견딜 수가 없습니다.상상을 한번 해 보십시요. 폭탄 터지는 소리가 인근 가까이 에서 지속적으로 잠결에 그 큰 소리에 놀라 눈을 떠야 하고 불규칙 적으로 지속 된다면 당신이라면 어떠 시겠는지요?아마도 결딜 수 없으리라고 생각됩니다.바로 이런일이 우리 주위서 일어나고 있습니다.어떻게 해야 하나요.  새를 ,"2017-06-27","2017-06-27","2017-07-02","기획예산과","처리완료","부안읍"
150,"부송동 연막소독 철저히","부송동 일원 방역작업에대해몇해 전에도 부실한 방역으로 인해 민원을 올렸음에도해마다 같은사람이 같은 방법으로 방역을하고 있고 방역 상태도 불량합니다.이렇게 오토바이를 이용하여 전속력으로 달리면 오토바이 매연인지 연막소독인지구분이 가능합니까?돈은 몇백씩 들여 하면서 할려면 제대로 해야지 언제까지 이렇게 할껍니까?몇년째 같은사람이 하는데 관리 감독로 제대로 안하고 계약을 하는지어떻게 고용된 사람인지 궁금합니다..연막소독을 하려면 해가떨어진후 그리고 아침 해뜨기전에 해야  나뭇잎 같은곳에 이슬이 맺히고그 이슬에 약품이 묻어 모기나 해충이 죽게되는 원리인데 이건참 방역인지 매연인지 알 수 가 없으니답답합니다....","2018-06-21","2018-06-21","2018-06-22","삼성동","처리완료","백산면"
151,"통행 불편 신고합니다","인북로인 원대쪽에서 북부시장 방향, 금호어울림 아파트를 지나서 북부사거리 이전 사거리 알톤자전거 옆의 상가(번개모터스)에서 오토바이를 대로변에 진열해 놓고있어, 신호대기시 신동로인 고성교회 방향으로 우회전을 하는데 지장이 있는바 시정을 건의 드립니다. 차제에 인도 및 대로변(특히 사거리 부근 우회전 방해)에 상습적으로 주차 및 물건을 진열하여 통행불편과 미관을 해치는 상가(카센터, 중고가전, 꽃집의 화분, 오토바이, 육묘상자 등)에 대한 일제조사와 단속을 건의 드립니다.","2017-01-26","2017-01-26","2017-02-06","도로공원과","처리완료","동진면"
152,"[생활불편신고]장애인 전용주차구역 불법주차","전라북도 부안군 상서면 가오리 476상서면389 가로등 나감*  *(1/1) G: 2017/10/10 16:31:26G:*","2017-12-12",,"2017-12-15","주민행복지원실","처리완료","상서면"
153,"자동차세 선납고지서관련","민원인이 민원을 넣으면, 대부분 형식적인 답이 오기 마련이라고 생각했지만 이번엔 다를수도 있을거라 일말의 기대를 했습니다. 미세먼지 저감대책 관련 두 건의 답변을 읽었습니다. 실망입니다.민원 넣는 일, 쉬운 일 아닙니다.형식적으로 붙여넣기 하듯 답변하지 말아주세요민원인의 글에 따라 적절히 해당되는 답을 하는게 온당하다고 봅니다타도에서는 이제 언급도 안하는 너무도 기본인 내용을 저감대책이라고 답변하시면,익산시민의 실망은 어쩌시려구요 ?광범위 하게 질문을 던지니 뻔한 답이 나올수 밖에 없다면작은 질문 하나 던질테니, 답 주세요 ~ + 익산시에 시민의 숲 조성 / 가로수 심기 (큰나무심기) - 황량한 익산시에 나무를 심어주세요 ! 예산 탓 하지 마시고 그거라도 하세요- 있던 나무 더이상 뽑지말고, 없던 곳에 나무 심어주세요 (나무 뽑아버리고 가로분리대 세운 곳도 많습니다. 자연스럽게 나무가 가로분리대 역할을 해주는대도 말입니다. 이건 시정 철학의 문제라고 생각해요)- 시 소유 공터는 무조건 나무로 채워주세요 ~ 익산 초미세 1위의 오명속에서 녹색환경과도 힘드시겠지만, 늘 벽에 대고 이야기하는 기분입니다. 정책을 세우는게 어렵다면, 시민들과 논의하세요.시민의 목소리에 귀 기울이고 좀 더 디테일하고 피부에 와 닿는 정책을 논의하고 실천해보세요~언젠가 전화로 """"""""나도 세금내는 시민이다""""""""라고 하셨던 걸 기억합니다그러나 그 이전에 여러분들은 유해환경으로부터 시민의 건강권을 확보해야 하는 녹색환경과 공무원입니다 !  그걸 잊지 말아주세요이번엔 피부에 와 닿는 답변 기다립니다이 답변에 대해 답할 말이 없거든, 지금이라도 환경보건국장님 이하 팀원들이 논의하고 TF팀 구성해서 일 시작하세요 ~ ----------------------------------------------------------------------------(청소과 관련답변에 대해)청소과 단속반의 활동은 잘 알고 있습니다적은 인원으로 최대치의 노력을 하려고 하시는 것두요일단 시민의 목소리에 귀 기울이고 즉각 실행을 하려고 노력하시는 점에 있어서적어도 녹색환경과와는 대비되는 점이 있습니다 다만, 불법소각 계도를 너무 반복하지 마시고, 계도이후 과태료 부과에 집중해주시면 좋겠습니다. 오산, 함열, 함라, 춘포, 낭산 등등 불법소각 심한 농지에 플랑걸기도 건의드렸었는데, 언제가 될지 궁금하군요 ~단속반 증원, 기대합니다","2018-01-25","2018-01-25","2018-01-26","세무과","처리완료","상서면"
154,"횡단보도 위 불법 주정차","모현 이편한 정문 앞 횡단보도위에 자꾸 주차를 하네요매번 다른 차일수도 있겠지만유치원 아이들 등하원 차량 기다리는데 자주 보게 됩니다 특히 외제차 종류가 그러는것 같아요어떨땐 인도 위에까지 올라와 있더라고요너무하단 생각이 들어서 올립니다어디에 신고를 해야할지 몰라서요","2017-07-31","2017-07-31","2017-08-01","교통행정과","처리완료","부안읍"
155,"웅포캠핑장 주말 이용 문의","안녕하십니까 익산시 시장님께서는 익산시장 후보시절에익산시 북부권 농업행정수도를 건설한다고 하셨습니다 그런데요새 기사를 보니까후보시절에 익산시 조직개편에 대하여 말씀하셨던것과는 차이가 있는것 같습니다 [ 후보시절 ]국가식품클러스터추진단을 농업관련 국으로 변경하여익산시 북부권에 농업행정수도를 건설한다고 하셧음 [ 현재 ]환경녹지구 없애고 농정국을 신설한다는 내용의 기사를 보았습니다즉, 환경녹지국을 농정국으로 변경한다는 내용이리라 생각됩니다 [ 질문사항 ]1. 왜 국가식품클러스터추진단을 농정국으로 변경하지 않고   환경녹지국을 농정국으로 변경하려 하는지 궁금합니다2. 현재의 조직개편(안) 대로 조직이 개편된다면   국가식품클러스터추진단의 국은 어떻게 되는 것입니까 감사합니다","2016-07-19","2016-07-19","2016-07-21","문화관광과","처리완료","하서면"
156,"영등시민공원 출입구 앞 횡단보도 요청","안녕하세요..대학가 모 연립 사는 사람입니다..저희 연립 입구 앞에 공동으로 쓰는 쓰레기장이 있어요..저희 연립 주위엔 전부 원룸과 하숙 자취하는 집들이구요..자기 집 입구 앞에다가 쓰레기 내 놓기 싫어하는 이웃들과 건물주가 쓰레기 처리하지 않고 세입자들에게 전가시킨 경우엔 그곳에 사는 사람들이 마구잡이로 버리고 있습니다.그리고 저희 연립 뒷편은 주차장으로 이용하는데 반대편에 사는 이웃이 지난주부터 자기집앞이 아닌 저희 연립 뒷편 담쪽으로 쓰레기를 내 놓고 있네요.그걸  보고 최근에 저희 연립 입구 쪽에 씨씨티브이를 설치하니 거기에다가 불법 투기 하는 거라면서 성질 난 남편이 시에다가 그쪽에도 씨씨티브이를 설치 해 달라고 요청하라는 글을 남기라고 하네요.남편의 불만을 시에서 해결 해 줄 수 있는 부분인지 궁금합니다!","2017-06-12","2017-06-12","2017-06-14","교통행정과","처리완료","부안읍"
157,"신용동 여러가지 민원","1. 원광보건대 뒤쪽 미성원룸부터 계룡리 지나서 원광대 넓은 주차장 나오는 곳까지 도로 상태가 너무 엉망입니다. 일단 도로 자체가 너무 좁아 차량 이용 시 마주 오는 차들과 서로 비켜주기가 너무 불편합니다. 그리고 여기저기 비포장 도로가 많아 비 올 때 물이 제대로 빠지지 않아 걸어다닐 수 없을 정도로 불편합니다. 2. 매년 시청에서 쓰레기종량제봉투 의무 사용화 하라고 방송 틀면서 단속 나오는 것 같은데 제대로 단속 하는지 궁금합니다. 저희 집은 분리수거대 사서 일반쓰레기, 재활용, 박스 등 다 분리 해서 버리는데 바로 앞에 있는 원룸은 주인이 전혀 관리를 하지 않아 그 원룸 앞은 항상 지저분하고 앞 길, 저희 집까지 피해를 줍니다. 주인이 관리를 하지 않으니 당연히 학생들이 분리수거를 할리가 없고 쓰레기더미들을 그냥 막 갖다 던져 길고양이들이 항상 어슬렁거리고 바람에 쓰레기가 날려 저희 집에까지 쓰레기가 옵니다. 더 어이없는 건 쓰레기 차량이 이런 걸 알면서도 처음엔 종량제봉투 사용 의무화 스티커를 붙여 놓고 수거해 가지 않다가 며칠 지나면 그냥 수거해 가더군요. 뭐가 맞고 틀린지 모르겠습니다. 이런 거 원래 신고해도 되는거죠? 진짜 몇년을 참다가 민원 올립니다. 그 원룸 뿐만 아니라 주변에 오래 원룸 운영한 주인들이 너무 비양심적입니다. ccc 건물 앞 전봇대에 시청에서 떡하니 불법쓰레기 투기금지 경고판을 꽂아 놓았는데도 주변 원룸 학생들이 무작정 그 곳에 쓰레기를 던져 너무 지저분합니다. 그게 다 원룸 주인들이 시켰으니 그렇게 하는 겁니다. 저희 집 음식물쓰레기통에 몰래 음식물 버리는 주인들도 몇번 봤네요. 누구는 돈 들여 15만원짜리 분리수거대 사서 제대로 하는데 누구는 몇십년을 원룸 운영하면서 자기 집에는 쓰레기 하나 없게 하고 남의 집, 길가에 쓰레기 버리고 참 이게 누구 잘못인가요? 단속을 하려면 시늉만 하지 말고 제대로 단속하고 벌금을 부과해야 하는 게 맞는 거 아닌가요? 3. 신용동 도원골재라는 곳이 있습니다.그 집에 개가 2마리가 있는데 진짜 그 개들이 밤낮 안가리고 짖어대는 소리 때문에 잠을 잘 수가 없습니다. 여기서 오래 사셨던 분들 같고 그런 걸로 뭐라 말은 못했는데 정말 도저히 참기 힘듭니다. 방범용으로 개를 기르는 것 같은데 주변이 원룸이고 학생들이 지내면서 공부하기도 힘들고 잠도 못 잘 정도로 개들이 짖어대면 그분들도 양심이 있으면 무슨 조치를 취해야 하는데 전혀 신경을 쓰지 않습니다.얼마전에 그분들이 쓰레기, 낙엽 등을 자주 태워 그 연기가 저희 집으로 들어와 시청에 전화로 민원을 넣은 적이 있습니다. 결국 시청에서 사람들이 와서 해결이 된 것으로 알고 있는데 얼마 전에 저희 집에서 좀 떨어져서 또 뭔가를 태우더군요. 그런 소각 행위는 엄연히 불법 아닌가요? 이 쪽 지역이 워낙 작고 원룸들이 많아 공무원들이 신경을 전혀 쓰지 않는 것 같습니다. 하지만 엄연히 사람 사는 동네이고 같이 사는이웃들끼리 피해 주지 말고 살아갔으면 좋겠습니다.꼭 좀 해결 부탁드립니다.","2017-09-10","2017-09-10","2017-09-14","청소자원과","처리완료","변산면"
158,"인도파손","1950년경에 건축한 마을모정의 노후로 안전에 문제가 발생하여 부안군에 수리 또는 철거를 요구한 바, 불수용입니다. 불수용 사유 : 1. 현재 부안군 상서면 장동리 111-3 소재 모정은 지자체 보조로 건립된 건축물이 아닌 개인 및 마을주민들의 사유재산이라 불가 2. 수리는 부안군 마을회관 등에 관한 지원조례(2015.11.06제정, 2015.11.08시행) 위배 3. 철거는 모정 토지 소유주와 마을 주민 협의하에 처리하라는 내용입니다.* 알고 싶은 사항 1. 1950년대는 지지체에서 보조로 건립한 모정은 한 곳도 없으며, 마을 모정은 공익 시설인데 부안군은 마을에서 알아서 처리해야 하는가? 2. 안전 사고 발생하면 부안군은 책임이 없는가? 3. 모정 토지 및 진입로는 사유지로 토지 소유주와 아무련 협의 없이 콘크리트 포장을 하였는데 사유재산권 침해가 아난가?","2017-06-14",,"2017-06-23","푸른도시과","처리완료","부안읍"
